Name,Address,Rating,Enrollment,Grade span
Cottonwood Creek Charter School,"3425 Brush St., Cottonwood",85,208,KG-08
Country Club Elementary School,"7534 Blue Fox Way, San Ramon",84,553,KG-05
Country Lane Elementary School,"5140 Country Ln., San Jose",95,659,KG-05
Country Springs Elementary School,"14145 Village Center Dr., Chino Hills",95,529,KG-06
Courreges (Roch) Elementary School,"18313 Santa Carlotta, Fountain Valley",95,670,KG-05
Cove School,"330 Golden Hind Passage, Corte Madera",94,452,KG-05
Covington Elementary School,"205 Covington Rd., Los Altos",99,559,KG-06
Cox (James H.) Elementary School,"17615 Los Jardines E., Fountain Valley",88,734,KG-05
Cox Academy School,"9860 Sunnyside St., Oakland",9,620,KG-05
Coyote Creek Elementary School,"8700 N. Gale Ridge Rd., San Ramon",99,"1,052",KG-05
Creative Arts Charter School,"1601 Turk St., San Francisco",85,414,KG-08
Credo High School,"1290 S.W. Blvd., Rohnert Park",82,175,09-12
Creekside Charter School,"1916 Chamonix Pl., Olympic Valley",95,136,KG-06
Creekside Elementary School,"6011 Massara St., Danville",96,749,KG-05
Creekside Elementary School,"13563 Heacock St., Moreno Valley",9,592,KG-05
Creekside Elementary School,"12362 Springhurst Dr., San Diego",97,564,KG-05
Creekside Middle School,"19722 Center St., Castro Valley",90,793,06-08
Crescent Elementary School,"5001 Gerda Dr., Anaheim",96,782,KG-06
Crescenta Valley High School,"2900 Comm Ave., La Crescenta-Montrose",93,"2,670",09-12
Crestview Elementary School,"Utah Ave., Vandenberg AFB",81,577,KG-06
Crocker Highlands Elementary School,"525 Midcrest Rd., Oakland",93,450,KG-05
Crocker Middle School,"2600 Ralston Ave., Hillsborough",97,540,06-08
Crocker/Riverside Elementary School,"2970 Riverside Blvd., Sacramento",92,634,KG-06
Crowne Hill Elementary School,"33535 Old Kent Rd., Temecula",81,613,KG-05
Cullen Elementary School,"440 N. Live Oak Ave., Glendora",88,690,KG-05
Cumberland Elementary School,"824 Cumberland Ave., Sunnyvale",96,745,KG-05
Cupertino High School,"10100 Finch Ave., Cupertino",98,"2,245",09-12
Cupertino Middle School,"1650 S. Bernardo Ave., Sunnyvale",97,"1,485",06-08
Curie Elementary School,"4080 Governor Dr., San Diego",97,587,KG-05
Curtner Elementary School,"275 Redwood, Milpitas",95,730,KG-06
Cypress Elementary School,"9751 Cypress Ave., Fontana",9,824,KG-05
Cypress Elementary School,"4200 Kimber Dr., Thousand Oaks",92,343,KG-05
Cypress High School,"9801 Valley View St., Cypress",85,"2,749",09-12
Cypress Village Elementary School,"355 Rush Lily, Irvine",93,939,KG-06
Cyrus J. Morris Elementary School,"19875 E. Calle Baja, Walnut",86,468,KG-05
D. J. Sedgwick Elementary School,"19200 Phil Ln., Cupertino",93,644,KG-05
D. Russell Parks Junior High School,"1710 Rosecrans Ave., Fullerton",90,998,07-08
Da Vinci Charter Academy School,"1400 E. Eighth St., Davis",87,583,07-12
Da Vinci Innovation Academy School,"13500 Aviation Blvd., Hawthorne",82,354,KG-08
Da Vinci Science School,"13500 Aviation Blvd., Hawthorne",92,517,09-12
Dailard Elementary School,"6425 Cibola Rd., San Diego",83,552,KG-05
Dana School,"1775 Chatsworth Blvd., San Diego",83,820,05-06
Dana Hills High School,"33333 Golden Lantern, Dana Point",83,"2,679",09-12
Daniel Webster Middle School,"11330 W. Graham Pl., Los Angeles",9,454,06-08
Dapplegray Elementary School,"3011 Palos Verdes Dr. N., Rolling Hills Estates",94,599,KG-05
Dartmouth Middle School,"5575 Dartmouth Dr, San Jose",93,911,06-08
Daves Avenue Elementary School,"17770 Daves Ave., Los Gatos",94,584,KG-05
David Starr Jordan Middle School,"750 N. California Ave., Palo Alto",98,"1,130",06-08
David W. Long Elementary School,"5383 Bridlepath Dr., Fontana",80,830,KG-05
Davis For Independent Study School,"526 B St., Davis",84,119,KG-12
Davis Senior High School,"315 W. 14th St., Davis",94,"1,683",10-12
Day Creek Intermediate School,"12345 Coyote Dr., Rancho Cucamonga",94,"1,273",06-08
De Portola Elementary School,"27031 Preciados Dr., Mission Viejo",94,552,KG-06
De Portola Middle School,"11010 Clairemont Mesa Blvd., San Diego",84,952,06-08
Deborah A. Williams Elementary School,"525 W. Saginaw, Fresno",9,651,KG-06
Deer Canyon Elementary School,"13455 Russet Leaf Ln., San Diego",99,504,KG-05
Deer Creek Elementary School,"805 Lindley Ave., Nevada City",80,417,KG-04
Deerfield Elementary School,"2 Deerfield Ave., Irvine",96,656,KG-06
Del Dayo Elementary School,"1301 McClaren Dr., Carmichael",82,587,KG-06
Del Lago Academy - Campus Of Applied Science School,"1740 Scenic Trail Way, Escondido",81,682,09-12
Del Mar Heights Elementary School,"13555 Boquita Dr., Del Mar",98,459,KG-06
Del Mar Hills Elementary School,"14085 Mango Dr., Del Mar",95,322,KG-06
Del Mar Middle School,"105 Avenida Miraflores, Tiburon",99,543,06-08
Del Norte High School,"16601 Nighthawk Ln., San Diego",98,"2,032",09-12
Del Oro High School,"3301 Taylor Rd., Loomis",92,"1,715",09-12
Del Rosa Elementary School,"3395 N. Mountain Ave., San Bernardino",9,581,KG-06
Del Sur Elementary School,"15665 Paseo Del Sur, San Diego",98,705,KG-05
Delaine Eastin Elementary School,"34901 E.in Dr., Union City",85,851,KG-05
Delevan Drive Elementary School,"4168 W. Ave. 42, Los Angeles",80,487,KG-06
Design 39 Campus School,"17050 Del Sur Ridge Rd., San Diego",96,"1,011",KG-08
Design Science Early College High School,"2004 E. Cambridge Ave., Fresno",89,232,09-12
Diablo View Middle School,"300 Diablo View Ln., Clayton",83,703,06-08
Diablo Vista Middle School,"4100 Camino Tassajara, Danville",98,"1,018",06-08
Diamond Bar High School,"21400 Pathfinder Rd., Diamond Bar",92,"3,061",09-12
Diamond Creek Elementary School,"3151 Hopscotch Way, Roseville",86,581,KG-05
Diegueno Middle School,"2150 Village Park Way, Encinitas",95,993,07-08
Dingeman Elementary School,"11840 Scripps Creek Dr., San Diego",99,858,KG-05
Discovery Charter School,"1100 Camino Biscay, Chula Vista",89,905,KG-08
Discovery Charter School,"4021 Teale Ave., San Jose",92,563,KG-08
Discovery Elementary School,"730 Applewilde Dr., San Marcos",81,"1,041",KG-05
Dixie Canyon Community Charter School,"4220 Dixie Canyon Ave., Los Angeles",87,731,KG-05
Dixie Elementary School,"1175 Idylberry Dr., San Rafael",96,397,KG-05
Don Juan Avila Elementary School,"26278 Wood Canyon Dr., Aliso Viejo",90,780,KG-05
Don Juan Avila Middle School,"26278 Wood Canyon Dr., Aliso Viejo",94,"1,225",06-08
Donald D. Lum Elementary School,"1801 Sandcreek Way, Alameda",88,520,KG-05
Donald F. Bradach Elementary School,"15550 Bellflower Rd., Adelanto",9,754,KG-05
Donald L. Rheem Elementary School,"90 Laird Dr., Moraga",93,410,KG-05
Donald S. Jordan Intermediate School,"9821 Woodbury Rd., Garden Grove",81,727,07-08
Donlon Elementary School,"4150 Dorman Rd., Pleasanton",93,825,KG-05
Donner Trail Elementary School,"52755 Donner Pass Rd., Kingvale",87,64,KG-05
Dos Pueblos Senior High School,"7266 Alameda Ave., Goleta",81,"2,130",09-12
Double Peak School,"111 San Elijo Rd., San Marcos",92,-,KG-08
Dougherty Valley High School,"10550 Albion Rd., San Ramon",96,"2,759",09-12
Douglas City Elementary School,"100 Sch Rd., Douglas City",87,180,KG-08
Downtown Business High School,"1081 W. Temple St., Los Angeles",92,"1,031",09-12
Downtown Charter Academy School,"301 12th St., Oakland",95,263,06-08
Downtown Elementary School,"2021 M St., Bakersfield",85,308,KG-08
Doyle Elementary School,"3950 Berino Ct., San Diego",90,886,KG-05
Dr. Tj Owens Gilroy Early College Academy School,"5055 Santa Teresa Blvd. PB17, Gilroy",99,255,09-12
Dry Creek Elementary School,"1273 N. Armstrong Ave., Clovis",94,820,KG-06
Dublin Elementary School,"7997 Vomac Rd., Dublin",94,811,KG-05
Dublin High School,"8151 Village Pkwy., Dublin",92,"2,273",09-12
Dunsmore Elementary School,"4717 Dunsmore Ave., La Crescenta-Montrose",86,457,KG-06
Duveneck Elementary School,"705 Alester Ave., Palo Alto",96,479,KG-05
Dwight D. Eisenhower Elementary School,"3355 Mountain Gate Dr., Corona",85,886,KG-06
Dwight D. Eisenhower Elementary School,"277 Rodonovan Dr., Santa Clara",97,668,KG-05
Eagle Canyon Elementary School,"13435 Eagle Canyon Dr., Chino Hills",84,567,KG-06
Eagle Prairie Elementary School,"95 Center St., Rio Dell",9,219,KG-05
Eagle Ranch Elementary School,"12545 Eagle Ranch Pkwy., Adelanto",9,808,KG-05
Earl Warren Middle School,"155 Stevens St., Solana Beach",97,595,07-08
Early College High School,"2990 Mesa Verde Dr., Costa Mesa",93,260,09-12
East Lake School,"13050 High Valley Rd., Clearlake Oaks",9,105,KG-07
Eastlake Elementary School,"1955 Hillside Dr., Chula Vista",84,577,KG-06
Eastbluff Elementary School,"2627 Vista del Oro, Newport Beach",94,404,KG-06
Easterbrook Discovery School,"4835 Doyle Rd., San Jose",90,"1,027",KG-08
Eastlake Middle School,"900 Duncan Ranch Rd., Chula Vista",83,"1,679",07-08
Eastshore Elementary School,"155 E.shore, Irvine",92,621,KG-06
Eastwood Elementary School,"13552 Univ, Westminster",87,530,KG-06
Echo Valley Elementary School,"147 Echo Valley Rd., Salinas",9,596,KG-06
Edison Computech School,"555 E. Belgravia, Fresno",99,788,07-08
Edison Elementary School,"2700 Buena Vista Ave., Alameda",92,478,KG-05
Edison Elementary School,"2402 Virginia Ave., Santa Monica",90,433,KG-05
Edison High School,"21400 Magnolia, Huntington Beach",90,"2,528",09-12
Edna Batey Elementary School,"9421 Stonebrook Dr., Elk Grove",86,995,KG-06
Edna Maguire Elementary School,"80 Lomita Dr., Mill Valley",96,573,KG-05
Edward J. Richardson Middle School,"23751 Nancy Lee Ln., Torrance",94,696,06-08
Edwin Rhodes Elementary School,"6655 Schaefer Ave., Chino",89,825,KG-06
Eel River Community School,"2292 Newburg Rd., Fortuna",9,63,07-12
El Camino Creek Elementary School,"7885 Paseo Aliso, Carlsbad",89,643,KG-06
El Carmelo Elementary School,"3024 Bryant St., Palo Alto",94,395,KG-05
El Dorado High School,"1651 N. Valencia Ave., Placentia",83,"1,910",09-12
El Marino Elementary School,"11450 Port Rd., Culver City",94,827,KG-05
El Morro Elementary School,"8681 N. Coast Hwy., Laguna Beach",93,558,KG-05
El Oro Way Charter For Enriched Studies School,"12230 El Oro Way, Los Angeles",86,502,KG-05
El Rancho Charter School,"181 S. Del Giorgio Rd., Anaheim",89,"1,152",07-08
El Roble Intermediate School,"665 N. Mountain Ave., Claremont",83,"1,093",07-08
El Rodeo Elementary School,"605 N. Whittier Dr., Beverly Hills",92,684,KG-08
El Segundo High School,"640 Main St., El Segundo",88,"1,255",09-12
El Segundo Middle School,"332 Center St., El Segundo",89,835,06-08
El Toro High School,"25255 Toledo Way, Lake Forest",84,"2,518",09-12
Eleanor Murray Fallon School,"3601 Kohnen Way, Dublin",98,"1,388",06-08
Elevate Elementary School,"2285 Murray Ridge Rd., San Diego",96,214,KG-05
Elise P. Buckingham Charter Magnet High School,"188-B Bella Vista Rd., Vacaville",80,454,09-12
Elizabeth Pinkerton Middle School,"8365 Whitelock Pkwy., Elk Grove",86,"1,084",07-08
Elliott (William F) Elementary School,"18415 Cortner Ave., Artesia",85,559,KG-06
Elliott Ranch Elementary School,"10000 E. Taron Dr., Elk Grove",88,926,KG-06
Elsinore Elementary School,"512 W. Sumner Ave., Lake Elsinore",9,597,KG-05
Emblem Academy School,"22635 Espuella Dr., Santa Clarita",90,695,KG-06
Emerson Elementary School,"2800 Forest Ave., Berkeley",80,305,KG-05
Emerson Parkside Academy School,"2625 Josie Ave., Long Beach",80,609,KG-05
Emilie Ritchen Elementary School,"2200 Cabrillo Way, Oxnard",9,641,KG-05
Emma C. Smith Elementary School,"391 Ontario Dr., Livermore",90,735,KG-05
Emma W. Shuey Elementary School,"8472 E. Wells St., Rosemead",80,516,KG-06
Emperor Elementary School,"6415 Muscatel Ave., San Gabriel",91,692,KG-06
Empire Oaks Elementary School,"1830 Bonhill Dr., Folsom",94,540,KG-05
Encinal Elementary School,"195 Encinal Ave., Atherton",91,765,KG-05
Encino Charter Elementary School,"16941 Addison St., Los Angeles",96,554,KG-05
Endeavour Of Exploration School,"12403 Ridgecrest Rd., Victorville",81,732,KG-06
Env Academy Of Research Tech And Earth Scis School,"2626 Michael Dr., Thousand Oaks",96,541,KG-05
Ericson Elementary School,"11174 W.onhill Dr., San Diego",94,723,KG-05
Erle Stanley Gardner Middle School,"45125 Via Del Coronado, Temecula",85,"1,133",06-08
Ernest S. Mcbride Sr. High School,"7025 E. Parkcrest St., Long Beach",82,565,09-12
Escondido Charter High School,"1868 E. Valley Pkwy., Escondido",83,765,09-12
Escondido Elementary School,"890 Escondido Rd., Stanford",89,550,KG-05
Esperanza High School,"1830 N. Kellogg Dr., Anaheim",84,"1,732",09-12
Esperanza High School,"12724 Ave. 392, Cutler",9,27,KG-12
Estrellita Continuation High School,"12935 Marengo Rd., Galt",9,127,09-12
Ethan B. Allen Elementary School,"16200 Bushard St., Fountain Valley",99,821,KG-06
Ethel Dwyer Middle School,"1502 Palm Ave., Huntington Beach",90,"1,284",06-08
Ethel Phillips Elementary School,"2930 21st Ave., Sacramento",9,565,KG-06
Etna Union High School,"400 Howell Ave., Etna",93,182,09-12
Evergreen Elementary School,"2450 S. Evergreen Springs, Diamond Bar",94,589,KG-05
Evergreen Elementary School,"3010 Fowler Rd., San Jose",95,787,KG-06
Evergreen Valley High School,"3300 Quimby Rd., San Jose",93,"2,809",09-12
Excelsior Elementary School,"10421 Woodbury Rd., Garden Grove",83,513,KG-06
Excelsior Elementary School,"2701 Eureka Rd., Roseville",85,515,04-06
Fair Oaks Elementary School,"2950 Fair Oaks Ave., Redwood City",9,351,KG-06
Fairburn Avenue Elementary School,"1403 Fairburn Ave., Los Angeles",88,454,KG-05
Fairlands Elementary School,"4151 W. Las Positas Blvd., Pleasanton",97,785,KG-05
Fairmeadow Elementary School,"500 E. Meadow Dr., Palo Alto",97,514,KG-05
Fairmont Elementary School,"5241 Fairmont Blvd., Yorba Linda",96,908,KG-06
Fallbrook Home Academy School,"400 W. Elder St., Fallbrook",95,41,KG-08
Fallsvale School,"40600 Valley of the Falls Dr., Forest Falls",81,66,KG-08
Farragut Elementary School,"10820 Farragut Dr., Culver City",93,569,KG-05
Feinstein (Dianne) Elementary School,"2550 25th Ave., San Francisco",83,512,KG-05
Fiddyment Farm School,"4001 Brick Mason Cir., Roseville",82,527,KG-05
Field (Eugene) Elementary School,"3600 Sierra Madre Blvd., Pasadena",81,502,KG-05
Fieldbrook Elementary School,"4070 Fieldbrook Rd., McKinleyville",86,147,KG-08
First Avenue Middle School,"301 S. First Ave., Arcadia",94,754,06-08
Fletcher Hills Elementary School,"2330 Center Pl., El Cajon",83,672,KG-06
Flora Vista Elementary School,"1690 Wandering Rd., Encinitas",94,438,KG-06
Floyd M. Stork Elementary School,"5646 Jasper St., Rancho Cucamonga",89,753,KG-06
Folsom High School,"1655 Iron Point Rd., Folsom",93,"2,300",09-12
Folsom Hills Elementary School,"106 Manseau Dr., Folsom",86,610,KG-05
Folsom Middle School,"500 Blue Ravine Rd., Folsom",86,"1,467",06-08
Foothill Elementary School,"711 Ribera Dr., Santa Barbara",94,446,KG-06
Foothill Elementary School,"13919 Lynde Ave., Saratoga",94,360,KG-05
Foothill High School,"4375 Foothill Rd., Pleasanton",96,"2,085",09-12
Foothill High School,"19251 Dodge Ave., Santa Ana",81,"2,510",09-12
Foothill Middle School,"2775 Cedro Ln., Walnut Creek",91,"1,043",06-08
Foothill Ranch Elementary School,"1 Torino Dr., Foothill Ranch",88,"1,154",KG-06
Foothill Technology High School,"100 Day Rd., Ventura",90,"1,023",09-12
Foothills Middle School,"171 E. Sycamore Ave., Arcadia",94,770,06-08
Forest Hill Elementary School,"4450 McCoy Ave., San Jose",97,631,KG-05
Forest Park Elementary School,"34400 Maybird Cir., Fremont",99,"1,022",KG-06
Fort Washington Elementary School,"960 E. Teague Ave., Fresno",86,656,KG-06
Foster City Elementary School,"461 Beach Park Blvd., Foster City",94,897,KG-05
Fountain Valley High School,"17816 Bushard, Fountain Valley",93,"3,558",09-12
Fox Elementary School,"3100 Saint James Rd., Belmont",92,495,KG-05
Frances Ellen Watkins Harper Junior High School,"4000 E. Covell Blvd., Davis",80,622,07-09
Francis Hopkinson Elementary School,"12582 Kensington Rd., Los Alamitos",96,702,KG-05
Francisco Bravo Medical Magnet High School,"1200 N. Cornwell St., Los Angeles",88,"1,847",09-12
Francophone Charter Of Oakland School,"9736 Lawlor St., Oakland",84,113,KG-08
Frank L. Huff Elementary School,"253 Martens Ave., Mountain View",98,572,KG-05
Frank Otis Elementary School,"3010 Fillmore St., Alameda",92,593,KG-05
Frank Vessels Elementary School,"5900 Cathy Ave, Cypress",89,682,KG-06
Franklin Avenue Elementary School,"1910 N. Commonwealth Ave., Los Angeles",87,506,KG-06
Franklin Elementary School,"1433 San Antonio Ave., Alameda",86,339,KG-05
Franklin Elementary School,"2385 Trousdale Dr., Burlingame",97,609,KG-05
Franklin Elementary School,"7050 Franklin Sch Rd., Loomis",86,482,KG-08
Franklin Elementary School,"2400 Montana Ave., Santa Monica",98,831,KG-05
Franklin Elementary School,"332 N. Township Rd., Yuba City",83,477,KG-08
Franklin High School,"6400 Whitelock Pkwy., Elk Grove",89,"2,673",09-12
Fred E. Weibel Elementary School,"45135 S. Grimmer Blvd., Fremont",97,880,KG-06
Fred T. Korematsu Discovery Academy School,"10315 E St., Oakland",9,413,KG-05
Fred T. Korematsu Elementary At Mace Ranch School,"3100 Loyola Dr., Davis",87,520,KG-06
Frederick Joyce Elementary School,"6050 Watt Ave., North Highlands",9,538,KG-08
Frederiksen Elementary School,"7243 Tamarack Dr., Dublin",82,769,KG-05
Freedom Elementary School,"2955 Gettysburg Ave., Clovis",81,712,KG-06
Fremont Elementary School,"1413 F St., Antioch",9,506,KG-05
Fremont Elementary School,"4000 E. Fourth St., Long Beach",91,521,KG-05
Fremont Elementary School,"1255 E. Market St., Salinas",9,874,KG-06
Fremont Elementary School,"1930 W. 10th St., Santa Ana",9,653,KG-05
French Valley Elementary School,"36680 Cady Rd., Winchester",81,918,KG-05
Freshwater Charter Middle School,"75 Greenwood Heights Dr., Eureka",86,47,07-08
Fresno County Court School,"3333 American Ave., Fresno",9,235,KG-12
Fuerte Elementary School,"11625 Fuerte Dr., El Cajon",87,637,KG-05
Fulton (Harry C.) Middle School,"8778 El Lago St., Fountain Valley",97,820,06-08
Fulton And Alsbury Academy Of Arts And Engineering School,"831 E. Ave. K-2, Lancaster",90,-,06-08
Gabrielino High School,"1327 S. San Gabriel Blvd., San Gabriel",88,"1,813",09-12
Gabriella Charter School,"1435 Logan St., Los Angeles",82,433,KG-08
Gale Ranch Middle School,"6400 Main Branch Rd., San Ramon",97,"1,178",06-08
Galileo High School,"1150 Francisco St., San Francisco",80,"1,890",09-12
Gant Elementary School,"1854 Britton Dr., Long Beach",89,587,KG-05
Garden Gate Elementary School,"10500 Ann Arbor Ave., Cupertino",98,680,KG-05
Garden Park Elementary School,"6562 Stanford Ave., Garden Grove",85,258,KG-06
Garden Road Elementary School,"14614 Garden Rd., Poway",89,447,KG-05
Gardenhill Elementary School,"14607 E. Gardenhill Dr., La Mirada",82,758,KG-05
Gardner Bullis Elementary School,"25890 Fremont Rd., Los Altos Hills",98,352,KG-06
Garfield Elementary School,"1315 N. Peach Ave., Clovis",86,719,KG-06
Genevieve Didion School,"6490 Harmon Dr., Sacramento",83,630,KG-08
George B. Miller Elementary School,"7751 Furman Rd., La Palma",83,569,KG-06
George C. Payne Elementary School,"3750 Gleason Ave., San Jose",84,624,KG-05
George Washington Charter School,"45-768 Portola Ave., Palm Desert",85,840,KG-05
George White Elementary School,"25422 Chapparosa Park Dr., Laguna Niguel",80,616,KG-05
Georgina P. Blach Junior High School,"1120 Covington Rd., Los Altos",99,512,07-08
Gerald F. Litel Elementary School,"3425 Eucalyptus Ave., Chino Hills",83,540,KG-06
Gerald R. Ford Elementary School,"44-210 Warner Trail, Indian Wells",83,804,KG-05
Giannini (A.P.) Middle School,"3151 Ortega St., San Francisco",90,"1,214",06-08
Gilroy Prep (A Navigator ) School,"277 I O O F Ave., Gilroy",96,417,KG-08
Girls Academic Leadership Academy (Gala) School,"1067 W. Blvd., Los Angeles",89,-,06-12
Gisler (Robert) Elementary School,"18720 Las Flores St., Fountain Valley",90,533,KG-05
Gladstone Elementary School,"1314 W. Gladstone, San Dimas",87,532,KG-05
Glendora High School,"1600 E. Foothill Blvd., Glendora",87,"2,528",09-12
Glenknoll Elementary School,"6361 Glenknoll Dr., Yorba Linda",93,519,KG-06
Glenmoor Elementary School,"4620 Mattos Dr., Fremont",82,659,KG-06
Glenwood Elementary School,"25 Castlewood Dr, San Rafael",87,445,KG-05
Glorietta Elementary School,"15 Martha Rd., Orinda",99,443,KG-05
Goddard Middle School,"859 E. Sierra Madre Ave., Glendora",90,942,06-08
Goethe International Charter School,"12500 Braddock Dr., Los Angeles",84,397,KG-08
Gold Ridge Elementary School,"735 Halidon Way, Folsom",88,581,KG-05
Gold River Discovery Center K-8 School,"2200 Roaring Camp Dr., Gold River",87,836,KG-08
Gold Strike High School,"501 Gold Strike Rd., San Andreas",9,25,09-12
Golden Elementary School,"740 E. Golden Ave., Placentia",99,829,KG-06
Golden Hill Elementary School,"732 Barris Dr., Fullerton",80,760,KG-06
Golden Oak Community School,"25201 Via Princessa, Santa Clarita",85,564,KG-06
Golden View Elementary School,"5025 Canyon Crest Dr., San Ramon",98,690,KG-05
Gonsalves (Joe A.) Elementary School,"13650 Park St., Cerritos",99,643,KG-06
Graciano Gomez Elementary School,"1480 W. 11th St., San Bernardino",9,650,KG-06
Granada High School,"400 Wall St., Livermore",85,"2,059",09-12
Granada Hills Charter High School,"10535 Zelzah Ave., Los Angeles",88,"4,480",09-12
Grand View Elementary School,"455 24th St., Manhattan Beach",99,733,KG-05
Granite Bay High School,"1 Grizzly Way, Granite Bay",95,"2,043",09-12
Granite Oaks Middle School,"2600 Wyckford Dr., Rocklin",93,931,07-08
Granite Ridge Intermediate School,"2770 E. International Ave., Fresno",95,"1,349",07-08
Grant Elementary School,"200 Grant Ave., Petaluma",82,402,KG-06
Grant Elementary School,"8835 Swasey Dr., Redding",91,614,KG-08
Grant Elementary School,"2368 Pearl St., Santa Monica",92,628,KG-05
Grant K-8 School,"1425 Washington Pl., San Diego",86,699,KG-08
Grapeland Elementary School,"7171 Etiwanda Ave., Rancho Cucamonga",91,727,KG-05
Grattan Elementary School,"165 Grattan St., San Francisco",93,395,KG-05
Gratton Elementary School,"4500 S. Gratton Rd, Denair",86,22,KG-08
Gravenstein Elementary School,"3840 Twig Ave., Sebastopol",90,436,KG-05
Graystone Elementary School,"6982 Shearwater Dr., San Jose",99,651,KG-05
Grazide Elementary School,"2850 Leopold Ave., Hacienda Heights",89,600,KG-05
Great Oak High School,"32555 Deer Hollow Way, Temecula",83,"3,473",09-12
Green Elementary School,"7030 Wandermere Pl., San Diego",91,492,KG-05
Green Hills Elementary School,"401 Ludeman Ln., Millbrae",87,402,KG-05
Green Oaks Fundamental Elementary School,"7145 Filbert Ave., Orangevale",87,504,KG-06
Green Valley Elementary School,"1001 Diablo Rd., Danville",93,526,KG-05
Green Valley Middle School,"1350 Gold Hill Rd., Fairfield",88,987,06-08
Greenbrook Elementary School,"1475 Harlan Dr., Danville",96,633,KG-05
Greenhills Elementary School,"8200 Greenhills Way, Granite Bay",93,398,KG-03
Greentree Elementary School,"4200 Manzanita, Irvine",85,496,KG-06
Greenwood Academy School,"831 Chanslor Ave., Richmond",9,356,09-12
Gregg Anderson Academy School,"5151 W. Ave. N-8, Palmdale",90,885,KG-08
Grossmont Middle College High School,"8800 Grossmont College Dr., El Cajon",98,70,11-12
Grove School,"200 Nevada St., Redlands",82,214,07-12
Guadalupe Elementary School,"6044 Vera Cruz Dr, San Jose",98,567,KG-05
Guin Foss Elementary School,"18492 Vanderlip Ave., Santa Ana",84,432,KG-05
Gussie M. Baker Elementary School,"4845 Bucknall Rd., San Jose",93,703,KG-05
H. Clarke Powers Elementary School,"3296 Humphrey Rd., Loomis",86,479,KG-08
Hage Elementary School,"9750 Galvin Ave., San Diego",81,683,KG-05
Hall Middle School,"200 Doherty Dr., Larkspur",88,503,06-08
Hallmark Charter School,"2445 Ninth St., Sanger",84,368,KG-12
Hamilton Elementary School,"2089 Rose Villa St., Pasadena",87,590,KG-05
Hammer Montessori At Galarza Elementary School,"1610 Bird Ave., San Jose",88,325,KG-05
Hancock Park Elementary School,"408 S. Fairfax Ave., Los Angeles",88,737,KG-05
Hanna Ranch Elementary School,"2480 Refugio Valley Rd., Hercules",81,469,KG-05
Happy Valley Elementary School,"3855 Happy Valley Rd., Lafayette",93,526,KG-05
Happy Valley Elementary School,"3125 Branciforte Dr., Santa Cruz",90,132,KG-06
Harbor Teacher Preparation Academy School,"1111 Figueroa Pl., Los Angeles",97,451,09-12
Harbor View Elementary School,"900 Goldenrod Ave., Corona Del Mar",96,428,KG-06
Harbour View Elementary School,"4343 Pickwick Cir., Huntington Beach",88,774,KG-05
Hardy Elementary School,"5420 Montezuma Rd., San Diego",80,399,KG-05
Harmony Magnet Academy School,"19429 Rd. 228, Strathmore",92,516,09-12
Harold William Kolb School,"3150 Palermo Way, Dublin",97,836,KG-05
Harriette Kiren Elementary School,"1900 Kirschen Dr., Modesto",9,645,KG-06
Harvest Park Middle School,"4900 Valley Ave., Pleasanton",98,"1,192",06-08
Harvest Ridge Cooperative Charter/Placer Academy School,"9050 Old State Hwy., Newcastle",86,431,KG-12
Harvey Green Elementary School,"42875 Gatewood St., Fremont",92,489,KG-06
Havens Elementary School,"323 Highland Ave., Piedmont",93,497,KG-05
Hawthorne Elementary School,"624 N. Rexford Dr., Beverly Hills",89,650,KG-08
Hawthorne Math And Science Academy School,"4467 W. BRd.way, Hawthorne",97,567,09-12
Haynes Charter For Enriched Studies School,"6624 Lockhurst Dr., Los Angeles",89,416,KG-05
Hearst Elementary School,"6230 Del Cerro Blvd., San Diego",93,496,KG-05
Heather Elementary School,"2757 Melendy Dr., San Carlos",93,432,KG-04
Hedenkamp (Anne And William) Elementary School,"930 E. Palomar, Chula Vista",90,"1,083",KG-06
Heinz Kaiser Elementary School,"2130 Santa Ana Ave., Costa Mesa",85,707,03-06
Helen Keller Middle School,"7020 E. Brittain St., Long Beach",90,220,06-08
Helen Stacey Middle School,"6311 Larchwood Dr., Huntington Beach",80,826,06-08
Henry School,"3720 Canehill Ave., Long Beach",84,773,KG-05
Henry (Patrick) Elementary School,"1123 W. Romneya Dr., Anaheim",9,706,KG-06
Henry High School,"6702 Wandermere Dr., San Diego",82,"2,384",09-12
Henry M. Gunn High School,"780 Arastradero Rd., Palo Alto",97,"1,939",09-12
Henry P. Mohr Elementary School,"3300 Dennis Dr., Pleasanton",97,621,KG-05
Herbert Hoover Elementary School,"445 E. Charleston Rd., Palo Alto",99,406,KG-05
Heritage School,"9542 Wilson Ranch Rd., Phelan",88,510,KG-08
Heritage Elementary School,"1450 Santa Lucia Rd., Chula Vista",89,874,KG-06
Heritage High School,"101 American Ave., Brentwood",84,"2,561",09-12
Heritage K-8 Charter School,"1855 E. Valley Pkwy., Escondido",81,648,KG-08
Hermosa Valley Elementary School,"1645 Valley Dr., Hermosa Beach",87,852,04-08
Hermosa View Elementary School,"1800 Prospect Ave., Hermosa Beach",94,576,KG-03
Heroes Elementary School,"1111 Civic Center Dr., Santa Ana",9,625,KG-05
Hesby Oaks Leadership Charter School,"15530 Hesby St., Los Angeles",89,545,KG-08
